"doc_id","screen_name","text"
"1421019349603610624","dxrxya","Post covid hari ke-18 setelah gejala pertama. Batuk dah ampir ilang (awas aja ye muncul lagi) tapi kepala malah kliyengan. Hadaaaah"
"1419544742321221637","dxrxya","vaksin covid ngga bisa meredakan gejala yg kena ke mental ya kayak stress????? #ngelunjak"
"1419820614546726918","dxrxya","Gak covid aja gue kalo batuk tuh lama banget sih, apalagi kayak gini ya <U+0001F972>

Sampe sekarang juga belum PCR lagi. Kayanya lebih pengen medcheck, mungkin nanti sebulan setelah gejala pertama muncul. Toh gue ttp akan isolasi sampe 3 minggu (atau lebih)"
"1421019227817877504","DitjenYankes","Rumah Oksigen Gotong Royong merupakan fasilitas kesehatan semipermanen khusus dilengkapi peralatan suplai oksigen &amp; tempat tidur perawatan bagi pasien Covid-19 gejala sedang. Didirikan berdekatan dengan pabrik oksigen milik PT Aneka Gas Industri direncanakan 500 tempat tidur. https://t.co/p0jTYQbBoz"
"1421018832869543937","RFeb22","@Hastina00 @FaheemYounus lebih baik vaksin duluan yg lebih aman, drpd kena covid yg belum pasti gejalanya. bisa gejala ringan atau gejala berat bahkan meninggal."
"1421018595711094790","DamaiTanpa","Untuk saudara sekalian pabila ada yang kena covid-19 gejala ringan-berat diminta jangan isoman ya...?

@jokowi https://t.co/HldlPpQR0p"
"1421018407508471812","IndoMaju_","Pasien Covid-19 gejala sedang - berat diminta jangan isoman. 
#Jokowi 
#LawanPandemi 
#IndonesiaMaju https://t.co/Q2zWV0PgvK"
"1421018393088434178","p023456","@TirtoID Lalu non nakes yg sudah 6 bulan lalu divaksin diapain??? Dibiarkan gejala covid parah lagi???"
"1420996774190145539","p023456","@kompascom Jadi ingat pandemi flu, cara isolasi atau karantina malah membuat pandemi tambah parah.. apalagi dgn pandemi covid skrg, ada yg orang tanpa gejala..gmn mau diisolasi?"
"1420276450196824067","p023456","@republikaonline Bukannya Pfizer Dan moderna yg dipakai di AS ampuh mengurangi gejala pasien positif covid?"
"1421017725355298818","RadioSmartFM","GOR Pulogadung, Jakarta Timur, disiapkan menjadi tempat isolasi mandiri pasien Covid-19 tanpa gejala.

Camat Pulogadung Bambang Pangestu mengatakan, GOR Pulogadung disiapkan untuk menampung pasien apabila sewaktu-waktu ada lonjakan kasus Covid-19 di wilayah tersebut.

#SmartNews https://t.co/ueAntZfoVa"
"1419945658014961664","RadioSmartFM","GOR Matraman, Jakarta Timur, sampai saat ini belum menampung pasien Covid-19 tanpa gejala (OTG) meski sudah beroperasi.

Camat Matraman Andriansyah mengatakan, GOR Matraman akan digunakan sebagai tempat isolasi apabila ruang-ruang isolasi di DKI Jakarta penuh.

#SmartNews https://t.co/zGRA5MIZXk"
"1421015246437707778","bijakzanaa","Tw // covid

Yang keluar rumah stay safe ya dan be aware soalnya saya khawatir kalau kalian yang sehat bertemu sama beberapa orang yang positif covid tanpa gejala seperti saya bener bener visualnya kaya orang sehat, lalu mereka cukup tega keluar rumah,"
"1421014506138836993","AmirDwi14","@AmelMelinda Iya mell.. rata2 bila udh timbul gejala pada takut periksa , soalnya takut ""di covid kan"""
"1421013585531125762","KNaziela","@frhnnnnnnnnnn @tirta_hudhi Paman saya barusan selesai dirawat karena covid dan mengeluhkan badan rasanya pada kesemutan semua, apa itu termasuk gejala penggumpalan darah Dok?"
"1421013249995067392","anaknya_mama_ku","@Hastina00 @putyisic @FaheemYounus Vaksin bukan untuk mengobati. Vaksin hanya mencegah kita mengalami gejala yang parah, bukan  mencegah terjangkit covid. Selain itu, banyak otg yang paru-parunya rusak karena terserang covid dan terlanjur ganas. Dengan vaksin, hal tadi dapat dicegah"
"1421012753678954496","ddolliejo","@afrkml oiya aku sekeluarga belum pernah ada yang kena sama sekali, gejala atau apapun gaada karna emg jarang keluar. yang kerja pun rutin di swab

gapernah sakit demam/pilek/batuk juga selama covid ini, paling mama sm papa ku darah rendah vertigo"
"1421011090742255622","KominfoBekasi","Tes PCR digunakan untuk mengonfirmasi apakah seseorang terinfeksi Covid-19 atau tidak. Setelah dinyatakan positif dan menjalani isolasi mandiri, pasien yang memiliki gejala ringan ternyata bisa dinyatakan sembuh tanpa harus menjalani tes PCR ulang. https://t.co/4XFFOwwr05"
"1421010303777607682","favouri_","@aMrazing Mama aku 65 tahun, vaccinated first dose. Positif covid, gejala batuk, sakit badan, demam. Semingguan kayaknya. Alhamdulillaah abis itu sehat lagi<U+0001F970>"
"1421010144326950919","sorehar59632088","@DivHumas_Polri Langkah yang bisa dilakukan untuk mencegah penularan Covid-19 adl hindari kerumunan. Karena dalam kerumunan tersebut tidak diketahui siapa yang tertular Covid-19, apalagi tanpa gejala. Jadi lebih baik kita meminalisir untuk kegiatan diluar rumah"
"1421008275508645888","bianco_nero97","@viviantidv @sarcaparilla Kemarin pas gue mau covid, begitu sih gejala awalnya. Ini mah bukan nakutin ya<U+0001F643>"
"1421007820229550080","blueclipse12","Dari awal emang gak pernah ngerasain gejala covid juga, batuk, pilek, demam, alhamdulillah gak pernah"
"1420743491332710407","ardnfln","@afrkml Gue blm pernah positif.
Tapi pernah gejala klinis covid, itupun di akhir februari 2020 <U+0001F605>
Anehh banget, 1 kerjaan 10 org gejala yg sama dan sakitnya bergantian. Barulah stelah sembuh depok positif covid pertama, slebihnya alhamdulillah selalu negatif.
8x antigen, 1 pcr"
"1421006680834248706","ardnfln","@afrkml Gue mah udh cape edukasi soal pandemi ini ke circle kluarga trdekatpun udah ogah beneran udah cape sendiri.
Lu bayangin, udh gejala klinis 99% covid ttp denial dan gamau test swab juga, dirumahpun gak maskeran, msh nguyuran kesana kemari.
Itu di lingkungan keluarga trdekat loh"
"1420967584464207873","SonoraFM92","Wagub DKI menjelaskan, Pemprov sudah menyiapkan 184 lokasi isolasi yang bisa menampung 26.134 pasien Covid-19 tanpa gejala hingga bergejala sedang. https://t.co/ps2CcjKfu7

#BeritaSonora via @kompascom"
"1420619983000793088","SonoraFM92","12.39 #BeritaSONORA - Jumlah pasien Covid-19 tanpa gejala (OTG) di Graha Wisata Taman Mini Indonesia Indah (TMII), Jakarta Timur, terus berkurang. https://t.co/ZDbgxWSRzu
@kompascom"
"1419881635726577669","SonoraFM92","11.45 #BeritaSONORA - Gelanggang olahraga (GOR) Matraman, Jakarta Timur, sampai saat ini belum menampung pasien Covid-19 tanpa gejala (OTG) meski sudah beroperasi. https://t.co/MCc5ggDcDG @kompascom"
"1419538177392480256","SonoraFM92","Peneliti menemukan, sebagian pasien Covid-19 yang dirawat di rumah sakit mengalami kadar gula darah tinggi, yang mana ini merupakan gejala diabetes. https://t.co/Ct46xtYZEc

#BeritaSonora via @kompascom"
"1418437039326826502","SonoraFM92","Di Indonesia sendiri kasus jamur hitam sudah muncul sebelum pandemi Covid-19. Lantas apa itu jamur hitam India, bagaimana gejala dan cara mencegahnya?  https://t.co/Z3dEC3u2Nq

#BeritaSonora via @kompascom"
"1419890673642180614","SonoraFM92","12.21 #BeritaSONORA - Jumlah pasien Covid-19 tanpa gejala (OTG) di Graha Wisata Taman Mini Indonesia Indah (TMII), Jakarta Timur, mengalami tren penurunan https://t.co/SnrbsBZYBg
via @kompascom"
"1421004248196653060","SonoraFM92","14.05 #BeritaSONORA - ""Gejala pada anak lebih bervariasi, salah satunya yang bisa datang ke anak adalah anak bisa mengalami diare,""

#gejalacovid #covid-19 #gejalacovidpadaanak #drandreasspa

https://t.co/NQFYmYKE6z via @tribunnews"
"1421003723648630786","hrmnt80","Masyarakat yang terpapar Covid-19 dengan gejala sedang dan berat tidak melakukan isolasi mandiri (isoman). Masyarakat dengan kondisi tersebut dipersilakan memanfaatkan tempat isolasi terpusat yang disediakan pemerintah daerah.

@jokowi Lawan Pandemi https://t.co/LsC7mZpPev"
"1421003708989542404","beritajatimcom","Pasien Covid 19 Gejala Ringan Bisa Gunakan Paket Isoman Dengan Cara Mudah dan Murah https://t.co/R1jIgqIb2g #Berita #Terkini #News #beritajatim #Jatim"
"1418721058312519680","beritajatimcom","Dr. Retno Asih Setyoningrum, dr., Sp.A(K) mengatakan bahwa gejala Covid-19 pada anak-anak sangat beragam mulai yang gejala ringan sampai berat yang mengancam nyawa. 

https://t.co/TusyoaHwEk

#berita #news #terkini #Jatim #PPKMDarurat #HariAnakNasional2021"
"1418817164774023168","beritajatimcom","Covid-19 dikenal dengan penyakit seribu wajah, karena gejala yang ditimbulkan beragam. Salah satunya yang paling sering ditemukan adalah infeksi paru.
https://t.co/WpO8SwxzF5
#surabaya #beritajatim"
"1421002350160801795","lulusfttt","Yg ngerasa gejala covid-19 tapi nggak ke dokter apalagi gak di swab emang bner ada. Hati-hati ketemu orang meskipun keluarga atau sahabat. Punya penyakit gak sebecanda itu."
"1421000440624283654","hindraif","Nek loro ati barang kae termasuk gejala covid ra yo? Hhhh https://t.co/7vLywhVMvg"
"1419227183730462727","tribunnews","Pasalnya terdapat beberapa orang yang cenderung mudah batuk. Seperti batuk saat minum atau alergi.

https://t.co/cxufIEABw1."
"1420343838791520258","tribunnews","Apa Itu Varian Delta Plus Covid-19? Ini Gejala dan Perbedaannya dengan Varian Delta
 
https://t.co/jDmMYGDZpe"
"1420164651560554496","tribunnews","HOTEL GRATIS BAGI ANGGOTA DPR YANG ISOLASI MANDIRI

Dibayar dengan uang negara. Boleh cuma OTG ataupun gejala ringan. ""Kami berdoa tidak pernah digunakan,"" kata pihak DPR. Maksudnya, semoga anggota DPR yang terhormat sehat walafiat.

https://t.co/1bW6hfUeJ4 via @tribunnews"
"1421000028898742273","tribunnews","""Gejala pada anak lebih bervariasi, salah satunya yang bisa datang ke anak adalah anak bisa mengalami diare,""

#gejalacovid #covid-19 #gejalacovidpadaanak #drandreasspa

https://t.co/KVomHe0eIZ"
"1420652136052903938","tribunnews","Benjolan Merah Atau Putih Kecil di Lidah Bisa Jadi Gejala Virus Covid-19
 
https://t.co/zoZsdTdHOT via @tribunnews"
"1419118680865001475","tribunnews","Sebagian besar anak memang hanya mengalami gejala ringan dan tanpa gejala ketika terpapar Covid-19.

https://t.co/WG8QnZcAqd."
"1420345737460686859","tribunnews","Apa Itu Varian Delta Plus Covid-19? Ini Gejala dan Perbedaannya dengan Varian Delta
 
https://t.co/PrDNNTl0Ix via @tribunnews"
"1420752204999258121","tribunnews","Apa Itu Varian Delta Plus Covid-19? Ini Gejala dan Perbedaannya dengan Varian Delta
 
https://t.co/jDmMYGDZpe via @tribunnews"
"1420353549146329091","tribunnews","Apa Itu Varian Delta Plus Covid-19? Ini Gejala dan Perbedaannya dengan Varian Delta https://t.co/jDmMYGDZpe"
"1418785938646331395","tribunnews","#Jayapura #Papua Benhur Siapkan Tempat Karantina Pasien Covid-19 Gejala Ringan seusai 6 Orang Meninggal saat Isoman https://t.co/MvgC31ga7m via @tribunnews"
"1420998660951711748","Ndukla2","Pasien covid-19 gejala sedang-berat diminta jangan isoman, yang boleh isoman adalah pasien OTG atau bergejala ringan, berusia kurang dari 45 tahun, tidak memiliki komorbid dan memiliki tempat isoman memadai.

Pak jokowi lawan pandemi https://t.co/QHMw6LERAG"
"1420998410287550465","niniskyu","@afrkml Alhamdulillah 3x swab, 1 genose, negatif dan blm pernah ada gejala, insha Allah jangan kena covid, bantu aminkan yaaa <U+2764><U+FE0F>"
"1418938430566850567","garuda080","Rumah Oksigen Gotong Royong sendiri merupakan fasilitas kesehatan semipermanen yang khusus dilengkapi dengan peralatan suplai oksigen dan tempat tidur perawatan bagi pasien Covid-19 dengan gejala sedang. Direncanakan memiliki 500 tempat tidur perawatan. https://t.co/Ow7UY7dYai"
"1420998101699989508","garuda080","Juru Bicara Satgas Covid-19, Wiku Adisasmito mengatakan, masyarakat yang masuk kategori gejala sedang atau berat, berusia di atas 45 tahun atau memiliki komorbit (penyakit penyerta), dan tidak memiliki tempat memadai, diimbau tidak melakukan isolasi mandiri (isoman)

@jokowi https://t.co/ezxYvz4qsM"
"1420997271240339459","dimassuryo","Kabar BOR berkurang bener ga, sih? Kalo makronya aku ga tau, ya... Tapi ini di kamarku ada 5 bed, dari semalem kosong 2, dan belum diisi ampe sekarang. Kalo ada kerabat yg mulai menunjukkan gejala covid sedang kaya lemes, malas makan, mending dirawat aja ya, gaes... https://t.co/B9MNqRVPvr"
"1420996302331027456","pnugroho28","Jubir Satgas Penanganan Covid-19 : Pasien Covid-19 Gejala Sedang Hingga Berat Jangan Isolasi Mandiri

Presiden @jokowi
#patuhiprotokolkesehatan
#VaksinasiNasional https://t.co/HvPJZ7Qk8d"
"1419132212675444740","pnugroho28","VAKSINASI COVID-19 KURANGI RESIKO DENGAN GEJALA BERAT HINGGA KEMATIAN

AYO VAKSIN..!

#patuhiprotokolkesehatan 
#VaksinasiNasional https://t.co/nnNH1ufCf6"
"1420996246538395649","noudunnome","@afrkml aku! puji tuhan gak pernah kena hehe maret 2020 sempat dirawat dgn gejala deman, pilek, tenggorokan sakit, ternyata kena campak<U+0001F602> dikasih tau dokter kl imunku rendah bgt, jd harus dijaga kesehatannya.
untungnya dari awal covid blm masuk di indo udah pake masker, bawa sanitizer."
"1420994977350307842","St3lk3ndho","@medicalsherry @ainunnajib @KawalCOVID19 Yupz,kmrn balai desa didesaku smp tutup bbrp hari krn kades dan 3 aparaturnya positif covid.
Bhkn 1 bulan ini didesaku lg banyak bgt orang skt n gejalanya mirip bgt tuh covid bhkn di RTku hampir 80% warganya skt dgn gejala mrip covid tp toh ga ada tindkan sdiktpun dr atas."
"1420994019249647619","glownawan","@GardenOfPoppies (Tidak termasuk bagi siapapun yg belum pernah kena C19 karena tidak pernah swab, padahal sering mengalami gejala umum covid-19 seperti demam, batuk, flu, anosmia, sesak, dll)"
"1420993503174139906","AyuriAndin","Imbaun pemerintah agar pasien Covid dengan gejala sedang dan berat tidak melakukan isoman karena sangat beresiko.. https://t.co/JlMRQ9cvLe"
"1420993393082068994","validnewsid","Dengan melihat situasi ini, semua orang tua disarankan untuk memberikan suntik imunisasi dan vaksinasi kepada anak.

#ValidNih #Vaksinasi @idai_tweets 

https://t.co/tPO5GakoAZ"
"1420993102571966466","WidhiBs","@CNNIndonesia Kalau dibaca beritanya.. 
Pertanyaannya knp banyak yg meninggal protokol covid tp ga sempat di swab sebelum meninggal?

Logikanya kalau dimakamkan protokol covid kan sblm nya ada gejala covid? Apa lalai atau gimana?

Kenapa pernyataannya ga dikejar tp langsung diamini?
Main mata?"
"1420992964667445249","XinwenMetroTV","Direktur LBM Eijkman, Prof Amin Subandrio kemarin mengatakan bahwa sejauh ini ada temuan 3 kasus Covid-19 varian Delta plus di Mamuju dan Jambi. Amin juga menambahkan bahwa gejala yang paling menonjol dari varian Delta plus ini yakni diare. https://t.co/saWA2wPEJF"
"1420992930760646660","KSPgoid","Dian menambahkan bahwa Puskesmas tempatnya bekerja tidak memiliki fasilitas kesehatan yang memadai untuk merawat pasien COVID-19 dengan gejala berat. Oleh karenanya, merujuk pasien COVID-19 ke Rumah Sakit terdekat menjadi satu-satunya pilihan.

#BersatuLawanCovid19 #KSP"
"1420992199697735684","lovehalfplastic","@aaaluwisiiih kak aku aja udh pake masker setiap saat, kaya cuci piring cuci baju aku pake masker juga jemur baju juga.. setiap beberes langsung mandi bersih, h+2 gejala covid keluar :"") stay safe kak.. kalau bisa ngungsi dulu, kakak punya anak kecil kan"
"1420991202954907653","lvlysehunaa","@afrkml Saya belum pernah swab sih tapi tidak pernah juga mengalami gejala umum covid-19. Semoga aman aman aja"
"1420989568858218498","masron__","@afrkml Alhamdulillah semenjak Maret 2020 Hingga Saat Ini, Belum Pernah Merasakan Gejala Covid-19, Semoga Sehat Terus dan Stay Safe."
"1420989461412806658","svadisthana_","@bayijutek Vaksin pertama dan kedua ga ada efek, 
6 bulan berikutnya malah kena covid, tp tanpa gejala"
"1420988798918283265","Ranisor","Pasien covid 19 gejala sedang berat diminta jangan isoman.
Bila mengalami gejala berat diatas usia 45 tahun punya komorbid dan tidak punya tempat memadai untuk isoman lebih baik jangan isoman.
@jokowi Lawan Pandemi https://t.co/xTImeXufCr"
"1420987987630845954","VittoBrata6","Isoman diutamakan bagi pasien covid gejala sedang dan berat gaess<U+0001F64F><U+0001F64F> https://t.co/jpLXrCmPgl"
"1420987155132817414","AfifXavi","Pas Semi Final Euro
Sempet positif seminggu,
Pas test udah Negatif, gejala lain udah ilang, cuma Anosmianya masih, gw dicecer itu sama covid, jd agak lama. https://t.co/CXRX8yqots"
"1420987058814738440","marissassas","Ujian banget penelitian pas pandemi gini, giliran dah siap semua mau datangin kerumah mau di teliti malah gabisa grgr lagi sakit gejala covid. Yang di teliti baru 1 orang :("
"1420987027978285061","DargonoG","Isoman diutamakan bagi pasien covid gejala sedang dan berat ya<U+0001F64F> https://t.co/NOWEAwR3rT"
"1420985814326988803","AlbrechtKesser1","Pliss utama kan pasien covid gejala sedang dan berat dulu https://t.co/B6fA3IHRJ5"
"1420985749730562050","hepipipelwong","@afrkml @indomostviral Gw belum pernah sama sekali sih sakit dengan gejala covid"
"1420985295596445701","SangMahaEsa","kmrn abis ke dokter gigi yg lagi ada gejala covid. gak takut sih klo kena juga, tp orang orang rumah tuh gak kuat"
"1420985040234708993","Ahmad_hendars","Juru Bicara Satgas Penanganan COVID-19 Wiku Adisasmito meminta agar masyarakat yang terpapar COVID-19 dengan gejala sedang dan berat tidak melakukan isolasi mandiri (isoman). https://t.co/OplqZyMj1F"
"1420984565254877186","muliadilim","Ternyata, beberapa penelitian justru menunjukkan bahwa gejala penurunan penciuman ini merupakan salah satu prediktor bahwa Covid-19 yang dialami cenderung lebih ringan, dengan kemungkinan masuk ICU lebih rendah dibandingkan yang tidak mengalami anosmia."
"1420982710693076996","muliadilim","Salah satu gejala yang paling sering bikin panik pada pasien terkonfirmasi Covid-19 adalah anosmia, atau kehilangan kemampuan untuk mencium. Tapi, apakah benar bahwa gejala anosmia ini merupakan salah satu penanda perburukan kondisi dari pasien Covid-19?"
"1419286255200735240","muliadilim","While mungkin bakalan sangat susah untuk menghindari terinfeksi Covid-19 saat ini, apalagi dengan mutasi dan angka infeksi yang angkanya tinggi sekali, vaksin akan membantu agar gejala tidak berkembang menjadi berat dan butuh perawatan di RS."
"1420984219715600388","BucinnJaehyun","Aku gejala covid <U+0001F614>"
